amenities,beds,developer,district,electoral_div,lease,name,nearest_mrt_name,neighbourhood,property_type,rental,sqft,tenure,travel_time_changi,travel_time_orchard,travel_time_raffles,furnishing,amenities_count,nearest_mrt_dist_min,nearest_mrt_dist_metres,freehold_status,rental_log
"'Stove', 'Jacuzzi', 'Oven', 'Parking', 'City View', 'Closet', 'TV', 'Attached Bathroom', 'Utility Room', 'Washer', 'Fibre Ready', 'Gym', 'Fridge', 'Sauna', 'Dryer', 'Aircon', 'Sofa', 'Bed', 'Swimming Pool', 'Security', 'Bathtub', 'Lap Pool', 'Bomb Shelter''",1,Natwest Development Pte Ltd (Far East Organization),D01,Jalan Besar,less_than_24m,The Clift,Telok Ayer MRT,None,Condo,3000,527,99 Years,54,23,11,Fully Furnished,23,4,29,Non-Freehold,8.006367567650246
"'Jogging Track', 'Clubhouse', 'Function Room', 'Water Feature', 'Stove', 'Jacuzzi', 'Oven', 'Games Room', 'Balcony', 'Renovated', 'Closet', 'Greenery View', 'Lounge', 'Wading Pool', 'Playground', 'Washer', 'Pool View', 'BBQ', 'Hydrotherapy Pool', 'Gym', 'Fridge', 'Steam Room', 'Yoga Corner', 'Aircon', 'Bed', 'Viewing Deck', 'High Floor', 'Lap Pool''",3,,D09,Tanjong Pagar,less_than_24m,Sophia Hills,Dhoby Ghaut MRT,None,Condo,4500,900,99 Years,49,12,12,Partially Furnished,28,4,6,Non-Freehold,8.411832675758411
"'Clubhouse', 'Aircon', 'Dryer', 'Stove', 'Fridge', 'Swimming Pool', 'Utility Room', 'Sea View', 'Tennis Court', 'Oven', 'Parking', 'High Floor', 'Washer', 'Fibre Ready', 'Balcony''",3,MCL Land,D18,Pasir Ris-Punggol,Flexible,Ripple Bay,,Pasir Ris,Condo,2900,1087,99 Years,46,60,52,Partially Furnished,15,none_nearby,none_nearby,Non-Freehold,7.9724660159745655
"'Function Room', 'Closet', 'Aircon', 'High Ceiling', 'Gym', 'Pool Deck', 'Fridge', 'Jacuzzi', 'Swimming Pool', 'Wading Pool', 'Dryer', 'Steam Room', 'Study Room', 'Mid Floor', 'BBQ''",2,Tg (2010) Pte Ltd,D09,Tanjong Pagar,greater_than_or_equal_24m,Lloyd Sixtyfive,Somerset MRT,River Valley,Condo,9000,1801,Freehold,56,12,14,Partially Furnished,15,4,21,Freehold,9.104979856318357
"'Clubhouse', 'Walk In Closet', 'Jacuzzi', 'Oven', 'Parking', 'Mid Floor', 'Balcony', 'Bomb Shelter', 'Wading Pool', 'Utility Room', 'Playground', 'Washer', 'BBQ', 'City View', 'Sauna', 'Dryer', 'Steam Room', 'Aircon', 'Swimming Pool', 'Security', 'Bathtub', 'Lap Pool', 'Fridge''",2,Far East Organization,D09,Tanjong Pagar,greater_than_or_equal_24m,Skyline @ Orchard Boulevard,Orchard MRT,River Valley,Condo,12500,1744,Freehold,55,5,15,Partially Furnished,23,4,46,Freehold,9.433483923290392
"'Security', 'Aircon', 'Stove', 'Fridge', 'Low Floor', 'Swimming Pool', 'Playground', 'Parking', 'Washer', 'Gym', 'BBQ', 'Games Room''",3,Shaw Realty,D09,Tanjong Pagar,greater_than_or_equal_24m,Hullet Rise,Somerset MRT,Newton,Condo,4800,1147,Freehold,50,12,14,Partially Furnished,12,4,27,Freehold,8.476371196895983
"'Jogging Track', 'Clubhouse', 'Basketball Court', 'Aerobic Pool', 'Sculpture', 'Gym', 'Spa Pavilion', 'Swimming Pool', 'Multi-purpose Hall', 'Jacuzzi', 'Playground', 'Fitness Corner', 'Retail Shops', 'Lap Pool', 'BBQ', 'Tennis Court''",2,,D10,Tanjong Pagar,Flexible,D'leedon,,Bukit Timah,Condo,4100,783,99 Years,70,23,34,Unknown,16,none_nearby,none_nearby,Non-Freehold,8.318742252692399
"'Pool Deck', 'Function Room', 'Aircon', 'High Ceiling', 'Gym', 'Duplex / Maisonette', 'Fridge', 'Swimming Pool', 'Wading Pool', 'Jacuzzi', 'Steam Room', 'Oven', 'BBQ', 'Balcony''",1,Tg (2010) Pte Ltd,D09,Tanjong Pagar,greater_than_or_equal_24m,Lloyd Sixtyfive,Somerset MRT,River Valley,Condo,5000,603,Freehold,56,12,14,Unknown,14,4,21,Freehold,8.517193191416238
"'Clubhouse', 'Gym', 'Sauna', 'Jacuzzi', 'Steam Room', 'Parking', 'Security', 'Lap Pool', 'BBQ''",1,Hong Leong House Pte Ltd,D02,Jalan Besar,Flexible,76 Shenton,Tanjong Pagar MRT,None,Condo,4100,624,99 Years,59,23,11,Unknown,9,4,29,Non-Freehold,8.318742252692399
'Mid Floor'',0,,D11,Jalan Besar,Flexible,Eng Aun Mansion,Novena MRT,Novena,Condo,1700,353,Freehold,63,15,20,Fully Furnished,1,5,23,Freehold,7.438383530044307
"'Clubhouse', 'Gym', 'Swimming Pool', 'Wading Pool', 'Jacuzzi', 'Playground', 'Parking', 'Security', 'Tennis Court''",2,FEC Skyline Pte Ltd,D03,Tanjong Pagar,Flexible,Artra,Redhill MRT,Bukit Merah,Condo,4150,786,99 Years,61,25,13,Unknown,9,0,1,Non-Freehold,8.330863613224745
"'Loft', 'Aircon', 'Gym', 'Fridge', 'Bed', 'Sauna', 'Swimming Pool', 'Jacuzzi', 'Parking', 'High Floor', 'Washer', 'Lap Pool', 'Security''",1,Natwest Development Pte Ltd (Far East Organization),D01,Jalan Besar,Flexible,The Clift,Telok Ayer MRT,None,Condo,5050,797,99 Years,54,23,11,Fully Furnished,13,4,29,Non-Freehold,8.527143522269405
"'Gym', 'Swimming Pool', 'Jacuzzi', 'Playground', 'Fitness Corner', 'Lap Pool', 'BBQ''",2,Arts Associate Co Pte Ltd,D11,Tanjong Pagar,Flexible,Miro,,Novena,Condo,4599,1324,Freehold,58,14,20,Unknown,7,none_nearby,none_nearby,Freehold,8.433594167539924
"'Clubhouse', 'Stove', 'Jacuzzi', 'Closet', 'TV', 'Wading Pool', 'Hydrotherapy Pool', 'Playground', 'Dining Room Furniture', 'Washer', 'BBQ', 'Hydrotherapy Pool', 'Gym', 'Fridge', 'Sauna', 'Steam Room', 'Tennis Court', 'Jet Pool', 'Aircon', 'Sofa', 'Open Terrace', 'Security', 'Bathtub', 'Lap Pool''",1,Lucky Pinnacle Pte Ltd (Far East),D02,Jalan Besar,Flexible,Icon,Tanjong Pagar MRT,None,Condo,3000,560,99 Years,57,21,9,Unknown,24,2,94,Non-Freehold,8.006367567650246
"'Function Room', 'Pavilion', 'Sky Lounge', 'Gym', 'Pool Deck', 'Spa Pavilion', 'Sauna', 'Lounge', 'Swimming Pool', 'Wading Pool', 'Yoga Corner', 'Tennis Court', 'Fitness Corner', 'Parking', 'Security', 'Sky Terrace', 'Playground''",2,Frasers Centrepoint Homes,D11,Jalan Besar,Flexible,Soleil @ Sinaran,Novena MRT,Novena,Condo,5200,958,99 Years,60,12,18,Fully Furnished,17,2,65,Non-Freehold,8.556413904569519
"'Clubhouse', 'Stove', 'Oven', 'Parking', 'Mid Floor', 'Balcony', 'Bomb Shelter', 'Closet', 'Greenery View', 'Wading Pool', 'Playground', 'Washer', 'Fibre Ready', 'Gym', 'City View', 'Fridge', 'Dryer', 'Steam Room', 'Dishwasher', 'Aircon', 'Security', 'Bathtub', 'Lap Pool''",4,Hiap Hoe Superbowl Jv Pte Ltd,D10,Tanjong Pagar,greater_than_or_equal_24m,Treasure On Balmoral,,Tanglin,Condo,7400,2002,Freehold,60,13,22,Partially Furnished,23,none_nearby,none_nearby,Freehold,8.909235279192261
"'Clubhouse', 'Water Feature', 'High Ceiling', 'Spa Pavilion', 'Parking', 'Pond', 'Outdoor Dining', 'Games Room', 'Fun Pool', 'Renovated', 'Closet', 'Swimming Pool', 'Pool Deck', 'Lounge', 'Top Floor', 'Dining Room Furniture', 'Washer', 'Pool View', 'BBQ', 'Loft', 'Gym', 'Fridge', 'Tennis Court', 'Underwater Fitness Station', 'Yoga Corner', 'Aircon', 'Sculpture', 'Bed', 'Viewing Deck', 'Mini Golf Range', 'Study Room', 'Fitness Corner', 'High Floor', 'Security', 'Lap Pool''",1,,D19,Marine Parade,Flexible,Botanique At Bartley,Bartley MRT,Serangoon,Condo,2700,646,99 Years,47,32,30,Partially Furnished,35,4,1,Non-Freehold,7.90100705199242
"'Lounge', 'Jacuzzi', 'Aircon', 'Sofa', 'Gym', 'Fridge', 'Low Floor', 'Swimming Pool', 'Dryer', 'Oven', 'Mid Floor', 'High Floor', 'BBQ', 'Balcony''",2,,D09,Tanjong Pagar,greater_than_or_equal_24m,The Peak @ Cairnhill II,Newton MRT,Newton,Condo,4000,829,Freehold,58,14,20,Fully Furnished,14,6,82,Freehold,8.294049640102028
"'Swimming Pool', 'Parking''",2,Ho Brothers Investment Pte Ltd,D15,Mountbatten,Flexible,38 Amber,,Marine Parade,Condo,3200,875,Freehold,34,33,29,Unknown,2,none_nearby,none_nearby,Freehold,8.070906088787819
"'Jogging Track', 'Clubhouse', 'Function Room', 'Water Feature', 'High Ceiling', 'Stove', 'Sea View', 'Oven', 'Parking', 'Sky Terrace', 'Fun Pool', 'Renovated', 'Closet', 'TV', 'Pool Deck', 'Playground', 'Dining Room Furniture', 'Washer', 'Fibre Ready', 'BBQ', 'Gym', 'Fridge', 'Steam Room', 'Tennis Court', 'Karaoke', 'Aircon', 'Sofa', 'Bed', 'Spa Pool', 'Study Room', 'Fitness Corner', 'High Floor', 'Security', 'Retail Shops', 'Lap Pool''",0,"City Developments Ltd,AIG Global Real Estate",D01,Jalan Besar,less_than_24m,The Sail @ Marina Bay,Downtown MRT,None,Condo,2300,350,99 Years,51,17,5,Fully Furnished,35,3,16,Non-Freehold,7.7406644019172415
"'Fun Pool', 'Clubhouse', 'Aircon', 'Water Feature', 'Gym', 'Fridge', 'Bed', 'Sauna', 'Swimming Pool', 'Spa Pool', 'Fountain', 'Playground', 'Fitness Corner', 'Parking', 'Mid Floor', 'Washer', 'Security', 'BBQ', 'Tennis Court''",3,Far East Organization,D16,East Coast,Flexible,East Meadows,Tanah Merah MRT,Bedok,Condo,3300,1216,99 Years,30,36,28,Unknown,19,3,85,Non-Freehold,8.101677747454572
"'Clubhouse', 'Ground Floor', 'Gym', 'Sauna', 'Swimming Pool', 'Squash Court', 'Playground', 'Parking', 'Security', 'Tennis Court''",4,Parkway Land Pte Ltd,D10,Tanjong Pagar,Flexible,Astrid Meadows,,Bukit Timah,Condo,14500,3850,Freehold,82,29,41,Unknown,10,none_nearby,none_nearby,Freehold,9.581903928408666
"'Clubhouse', 'City View', 'Playground', 'Aircon', 'Closet', 'TV', 'Sofa', 'Fridge', 'Bed', 'Swimming Pool', 'Wading Pool', 'Spa Pavilion', 'Fitness Corner', 'Fibre Ready', 'Lap Pool', 'BBQ', 'Balcony''",1,CH Residential Pte Ltd & CH Commercial Pte Ltd,D09,Tanjong Pagar,Flexible,Cairnhill Nine,Somerset MRT,Orchard,Condo,4500,602,99 Years,50,12,15,Fully Furnished,17,5,16,Non-Freehold,8.411832675758411
"'Security', 'Closet', 'Aircon', 'Greenery View', 'Fridge', 'Swimming Pool', 'Utility Room', 'Dryer', 'Playground', 'Parking', 'Mid Floor', 'Washer', 'Bathtub', 'Gym''",3,Far East Organization,D10,Tanjong Pagar,greater_than_or_equal_24m,Nassim Regency,,Tanglin,Condo,10000,2024,Freehold,68,18,31,Partially Furnished,14,none_nearby,none_nearby,Freehold,9.210340371976184
"'Hydrotherapy Pool', 'Gym', 'Pool Deck', 'Swimming Pool', 'Jacuzzi', 'Lap Pool', 'BBQ''",2,,D12,Jalan Besar,Flexible,Okio,,Novena,Condo,2499,592,Freehold,62,18,26,Unknown,7,none_nearby,none_nearby,Freehold,7.823645930834952
"'Renovated', 'Aircon', 'High Ceiling', 'Sofa', 'Stove', 'Parking', 'Fridge', 'Bed', 'Dining Room Furniture', 'High Floor', 'Washer', 'Pool View', 'Security', 'Balcony''",1,,D06,Jalan Besar,Flexible,High Street Centre,Clarke Quay MRT,None,Condo,3500,538,99 Years,57,16,18,Fully Furnished,14,4,19,Non-Freehold,8.160518247477505
"'Clubhouse', 'Gym', 'Sauna', 'Swimming Pool', 'Wading Pool', 'Jacuzzi', 'Steam Room', 'Playground', 'Fitness Corner', 'Parking', 'Security', 'BBQ', 'Tennis Court''",2,Quay Properties Pte Ltd (Far East Organization),D03,Jalan Besar,Flexible,River Place,,None,Condo,3800,1055,99 Years,63,22,21,Unknown,13,none_nearby,none_nearby,Non-Freehold,8.242756345714477
"'Clubhouse', 'Bomb Shelter', 'Security', 'Aircon', 'Greenery View', 'Swimming Pool', 'Wading Pool', 'Jacuzzi', 'Oven', 'Parking', 'High Floor', 'Washer', 'Bathtub', 'Lap Pool', 'Gym', 'Balcony''",2,Luxury Green Development Pte Ltd,D20,Bishan-Toa Payoh,Flexible,Thomson Grand,,Bishan,Condo,2800,947,99 Years,63,33,40,Unfurnished,16,none_nearby,none_nearby,Non-Freehold,7.937374696163295
"'Clubhouse', 'Function Room', 'Security', 'Aerobic Pool', 'Reflexology Path', 'Billiards Room', 'Pool Deck', 'Spa Pavilion', 'Yoga Corner', 'Swimming Pool', 'Wading Pool', 'Jacuzzi', 'Playground', 'Fitness Corner', 'Parking', 'Underwater Fitness Station', 'Outdoor Dining', 'Lap Pool', 'Gym', 'BBQ', 'Tennis Court''",2,Novelty Orchard Development Pte Ltd,D09,Tanjong Pagar,Flexible,Espada,Somerset MRT,River Valley,Condo,3650,689,Freehold,57,13,15,Unknown,21,5,66,Freehold,8.202482446576537
"'Closet', 'Aircon', 'Fridge', 'Bed', 'Low Floor', 'Swimming Pool', 'Utility Room', 'Dryer', 'Parking', 'Dining Room Furniture', 'Security', 'Bathtub', 'BBQ', 'Balcony''",3,Keng Seng Pte Ltd,D11,Jalan Besar,greater_than_or_equal_24m,The Huntington,Novena MRT,Novena,Condo,3800,1044,Freehold,61,13,18,Partially Furnished,14,2,13,Freehold,8.242756345714477
"'Clubhouse', 'Jet Pool', 'Lap Pool', 'Gym', 'Pool Deck', 'Timber Deck', 'Viewing Deck', 'Swimming Pool', 'Spa Pool', 'Tennis Court', 'Fitness Corner', 'Reflexology Path''",1,,D22,Jurong,Flexible,Lake Grande,Lakeside MRT,Jurong West,Condo,2600,774,99 Years,84,45,37,Unknown,12,5,28,Non-Freehold,7.8632667240095735
"'Clubhouse', 'Function Room', 'Pavilion', 'Water Feature', 'Gym', 'Timber Deck', 'Swimming Pool', 'Wading Pool', 'Jacuzzi', 'Steam Room', 'Playground', 'Parking', 'Security', 'Lap Pool', 'BBQ', 'Tennis Court''",1,City Developments Ltd,D09,Jalan Besar,Flexible,Tribeca,,None,Condo,2999,516,Freehold,64,19,23,Unknown,16,none_nearby,none_nearby,Freehold,8.00603417874901
"'Clubhouse', 'Yoga Corner', 'Gym', 'Viewing Deck', 'Tennis Court', 'Playground', 'Fitness Corner', 'Parking', 'Security', 'Hydrotherapy Pool', 'Lap Pool', 'BBQ', 'Games Room''",1,"Bartley Development Pte Ltd,Hong Lwong Holdings Ltd",D19,Marine Parade,Flexible,Bartley Residences,Bartley MRT,Serangoon,Condo,2500,463,99 Years,48,30,28,Unknown,13,2,44,Non-Freehold,7.824046010856292
"'Gym', 'Swimming Pool', 'Jacuzzi', 'Playground', 'Parking', 'Security', 'BBQ''",1,,D15,Mountbatten,Flexible,Fortville,,Kallang,Condo,3000,290,Freehold,49,32,25,Fully Furnished,7,none_nearby,none_nearby,Freehold,8.006367567650246
"'Clubhouse', 'Jet Pool', 'Gym', 'Open Terrace', 'Sauna', 'Hydrotherapy Pool', 'Wading Pool', 'Jacuzzi', 'Steam Room', 'Tennis Court', 'Security', 'Hydrotherapy Pool', 'Lap Pool', 'BBQ', 'Playground''",1,Lucky Pinnacle Pte Ltd (Far East),D02,Jalan Besar,greater_than_or_equal_24m,Icon,Tanjong Pagar MRT,None,Condo,3050,570,99 Years,57,21,9,Partially Furnished,15,2,94,Non-Freehold,8.022896869601457
"'Gym', 'Spa Pool', 'Wading Pool', 'Jacuzzi', 'Playground', 'Fitness Corner', 'Parking', 'Underwater Fitness Station', 'Security', 'Outdoor Dining''",2,Uic Investments (Properties) Pte Ltd,D01,Jalan Besar,Flexible,V On Shenton,Downtown MRT,None,Condo,3700,689,99 Years,54,24,12,Unknown,10,5,87,Non-Freehold,8.216088098632316
"'Renovated', 'Aircon', 'Sofa', 'Stove', 'Parking', 'Fridge', 'Bed', 'Swimming Pool', 'Wading Pool', 'Dryer', 'Dining Room Furniture', 'High Floor', 'Washer', 'Fibre Ready', 'Security', 'Balcony''",1,Tan Tong Meng Co Pte Ltd,D11,Jalan Besar,less_than_24m,Tan Tong Meng Tower,,Novena,Condo,1500,650,Freehold,62,20,27,Fully Furnished,16,none_nearby,none_nearby,Freehold,7.313220387090301
"'Security', 'Renovated', 'Aircon', 'TV', 'Sofa', 'Stove', 'Parking', 'Fridge', 'Bed', 'Swimming Pool', 'Utility Room', 'Jacuzzi', 'Dining Room Furniture', 'High Floor', 'Washer', 'Bathtub', 'Gym', 'Closet''",2,,D10,Tanjong Pagar,greater_than_or_equal_24m,Mill Point,,Tanglin,Condo,3600,915,999 Years,61,16,24,Fully Furnished,18,none_nearby,none_nearby,Freehold,8.1886891244442
"'Aircon', 'TV', 'Sofa', 'Fridge', 'Bed', 'Oven', 'Parking', 'Washer', 'Security''",2,Ho Bee Developments Pte Ltd,D15,Mountbatten,Flexible,Chelsea Lodge,,Marine Parade,Condo,2600,960,Freehold,50,37,27,Fully Furnished,9,none_nearby,none_nearby,Freehold,7.8632667240095735
"'City View', 'Renovated', 'Aircon', 'Sofa', 'Stove', 'Fridge', 'Bed', 'Closet', 'Jacuzzi', 'Oven', 'Dining Room Furniture', 'High Floor', 'Washer', 'Bathtub', 'Lap Pool', 'Gym', 'Balcony''",3,Far East Success,D09,Tanjong Pagar,greater_than_or_equal_24m,The Scotts Tower,Newton MRT,Newton,Condo,8400,1389,103 Years,57,11,18,Fully Furnished,17,5,84,Non-Freehold,9.035986984831405
"'Security', 'Parking''",1,Tuan Huat Development Pte Ltd,D09,Tanjong Pagar,Flexible,Riverside 48,,None,Condo,3200,764,Freehold,64,23,22,Unknown,2,none_nearby,none_nearby,Freehold,8.070906088787819
"'Clubhouse', 'High Ceiling', 'Stove', 'Sea View', 'Oven', 'Parking', 'City View', 'Basketball Court', 'Closet', 'Greenery View', 'Duplex / Maisonette', 'Wading Pool', 'Utility Room', 'Washer', 'Fibre Ready', 'BBQ', 'Loft', 'Gym', 'Fridge', 'Dryer', 'Tennis Court', 'Renovated', 'Aircon', 'Maid Room', 'Swimming Pool', 'High Floor', 'Security', 'Lap Pool''",3,Bishan Properties Pte Ltd,D02,Jalan Besar,Flexible,Altez,Tanjong Pagar MRT,None,Condo,9000,1507,99 Years,58,22,10,Partially Furnished,28,3,53,Non-Freehold,9.104979856318357
"'Fitness Corner', 'Security', 'Aircon', 'Closet', 'TV', 'Sofa', 'Stove', 'Fridge', 'Bed', 'Jacuzzi', 'Wading Pool', 'Dryer', 'Playground', 'Oven', 'Parking', 'Dining Room Furniture', 'Washer', 'Lap Pool', 'Gym', 'BBQ''",2,Sustained Land Pte Ltd,D15,Marine Parade,less_than_24m,38 I Suites,,Geylang,Condo,2100,462,Freehold,47,32,31,Fully Furnished,20,none_nearby,none_nearby,Freehold,7.649692623711514
"'Clubhouse', 'Gym', 'Sauna', 'Swimming Pool', 'Wading Pool', 'Jacuzzi', 'Steam Room', 'Playground', 'Fitness Corner', 'Parking', 'Security', 'Lap Pool', 'BBQ''",2,Sophia Residence Development Pte Ltd,D09,Tanjong Pagar,Flexible,Sophia Residence,Dhoby Ghaut MRT,None,Condo,4000,796,Freehold,48,13,13,Fully Furnished,13,5,75,Freehold,8.294049640102028
"'High Ceiling', 'Stove', 'Walk In Closet', 'Jacuzzi', 'Oven', 'Parking', 'City View', 'Closet', 'TV', 'Dining Room Furniture', 'Washer', 'Loft', 'Gym', 'Fridge', 'Sauna', 'Dryer', 'Dishwasher', 'Sofa', 'Bed', 'Swimming Pool', 'Audio System', 'High Floor', 'Security', 'Bathtub', 'Lap Pool''",1,Natwest Development Pte Ltd (Far East Organization),D01,Jalan Besar,greater_than_or_equal_24m,The Clift,Telok Ayer MRT,None,Condo,5350,775,99 Years,54,23,11,Fully Furnished,25,4,29,Non-Freehold,8.584851839890053
"'High Ceiling', 'Stove', 'Walk In Closet', 'Dishwasher', 'Balcony', 'Bomb Shelter', 'Renovated', 'Closet', 'Greenery View', 'Utility Room', 'Washer', 'Pool View', 'Fridge', 'Dryer', 'Patio / PES', 'Ground Floor', 'Fibre Ready', 'Aircon', 'Maid Room', 'Sofa', 'Study Room', 'Audio System', 'Bathtub''",5,,D10,Tanjong Pagar,greater_than_or_equal_24m,Oei Tiong Ham Park Residences,Holland Village MRT,Bukit Timah,Condo,15000,5199,Freehold,69,22,28,Partially Furnished,23,5,84,Freehold,9.615805480084347
"'Bomb Shelter', 'Aircon', 'City View', 'Oven', 'High Floor', 'Washer''",4,,D09,Tanjong Pagar,Flexible,Lucky Plaza,Orchard MRT,Orchard,Condo,6799,1550,Freehold,50,4,14,Partially Furnished,6,2,63,Freehold,8.82453082152646
',4,,D10,Holland-Bukit Timah,Flexible,Mount Sinai,Dover MRT,Bukit Timah,Condo,8750,3228,999 Years,75,28,39,Unknown,1,8,22,Freehold,9.07680897935166
"'Jogging Track', 'Clubhouse', 'Function Room', 'Water Feature', 'Walk In Closet', 'Parking', 'Sky Terrace', 'Fun Pool', 'Bomb Shelter', 'Pool Deck', 'Playground', 'Dining Room Furniture', 'Washer', 'BBQ', 'Gym', 'City View', 'Fridge', 'Steam Room', 'Tennis Court', 'Karaoke', 'Aircon', 'Sofa', 'Bed', 'Spa Pool', 'Study Room', 'Fitness Corner', 'High Floor', 'Security', 'Retail Shops', 'Lap Pool''",1,"City Developments Ltd,AIG Global Real Estate",D01,Jalan Besar,greater_than_or_equal_24m,The Sail @ Marina Bay,Downtown MRT,None,Condo,3800,667,99 Years,51,17,5,Fully Furnished,30,3,16,Non-Freehold,8.242756345714477
"'Gym', 'Pool Deck', 'Swimming Pool', 'Parking', 'Security', 'BBQ''",3,Richcapital Pte. Ltd.,D08,Jalan Besar,less_than_24m,8 Farrer Suites,Farrer Park MRT,Kallang,Condo,3700,969,Freehold,52,20,19,Fully Furnished,6,3,86,Freehold,8.216088098632316
"'Clubhouse', 'Tennis Court', 'Mini Golf Range', 'Gym', 'Pool Deck', 'Lounge', 'Swimming Pool', 'Jacuzzi', 'Steam Room', 'Playground', 'Fitness Corner', 'Parking', 'Fountain', 'Security', 'Bowling Alley', 'Lap Pool', 'Karaoke', 'BBQ', 'Games Room''",1,City Developments Ltd,D08,Jalan Besar,Flexible,City Square Residences,Farrer Park MRT,Kallang,Condo,2700,570,Freehold,52,22,21,Unknown,19,5,14,Freehold,7.90100705199242
"'Basketball Court', 'Gym', 'Wading Pool', 'Jacuzzi', 'Playground', 'Parking', 'Security', 'Lap Pool', 'BBQ', 'Tennis Court''",3,Arts Associate Company Pte Ltd,D12,Jalan Besar,Flexible,Vista Residences,,Novena,Condo,4000,1216,Freehold,60,20,28,Unknown,10,none_nearby,none_nearby,Freehold,8.294049640102028
"'Gym', 'Sauna', 'Swimming Pool', 'Squash Court', 'Playground', 'Fitness Corner', 'Parking', 'Security', 'BBQ''",2,Darfera Pte Ltd (City Developments Ltd),D05,West Coast,Flexible,Villa De West,,Queenstown,Condo,3500,1388,Freehold,85,45,41,Partially Furnished,9,none_nearby,none_nearby,Freehold,8.160518247477505
"'Clubhouse', 'Gym', 'Wading Pool', 'Jacuzzi', 'Steam Room', 'Parking', 'Security', 'Lap Pool', 'BBQ''",3,70 Shenton Pte Ltd,D02,Jalan Besar,Flexible,Eon Shenton,Tanjong Pagar MRT,None,Condo,5500,1087,99 Years,58,22,10,Unknown,9,4,89,Non-Freehold,8.612503371220562
"'Jogging Track', 'Clubhouse', 'Function Room', 'Water Feature', 'Stove', 'Walk In Closet', 'Parking', 'Sky Terrace', 'Fun Pool', 'Bomb Shelter', 'TV', 'Pool Deck', 'Playground', 'Dining Room Furniture', 'Washer', 'Fibre Ready', 'BBQ', 'Gym', 'City View', 'Fridge', 'Dryer', 'Steam Room', 'Tennis Court', 'Karaoke', 'Aircon', 'Sofa', 'Bed', 'Spa Pool', 'Study Room', 'Fitness Corner', 'High Floor', 'Security', 'Retail Shops', 'Lap Pool''",1,"City Developments Ltd,AIG Global Real Estate",D01,Jalan Besar,greater_than_or_equal_24m,The Sail @ Marina Bay,Downtown MRT,None,Condo,3200,667,99 Years,51,17,5,Fully Furnished,34,3,16,Non-Freehold,8.070906088787819
"'Infinity Pool', 'Clubhouse', 'Basketball Court', 'Gym', 'Swimming Pool', 'Wading Pool', 'Jacuzzi', 'Tennis Court', 'Fitness Corner', 'Parking', 'BBQ', 'Playground''",3,Riverwalk Promenade Pte Ltd (Capitaland Residential),D09,Tanjong Pagar,Flexible,Rivergate,,None,Condo,7500,1496,Freehold,65,21,23,Partially Furnished,12,none_nearby,none_nearby,Freehold,8.922658299524402
"'Penthouse', 'Gym', 'Pool Deck', 'Swimming Pool', 'Jacuzzi', 'Parking', 'Lap Pool', 'BBQ''",2,Macly Assets Pte Ltd,D08,Jalan Besar,Flexible,Suites 123,Farrer Park MRT,Kallang,Condo,4200,861,Freehold,59,20,20,Partially Furnished,8,4,14,Freehold,8.34283980427146
"'Swimming Pool', 'Closet', 'Aircon', 'Sofa', 'Stove', 'Fridge', 'Bed', 'Low Floor', 'Dryer', 'Oven', 'Parking', 'Dining Room Furniture', 'Washer', 'Gym''",2,,D14,Marine Parade,greater_than_or_equal_24m,Lotus at Paya Lebar (East Wing),Paya Lebar MRT,Geylang,Condo,3920,818,Freehold,43,27,19,Fully Furnished,14,4,4,Freehold,8.273846932784508
"'Gym', 'Pool Deck', 'Swimming Pool', 'Jacuzzi', 'Parking', 'Security', 'BBQ''",1,Macly Assets Pte Ltd,D08,Tanjong Pagar,Flexible,Soho 188,Farrer Park MRT,None,Condo,2200,460,Freehold,52,18,18,Unknown,7,2,78,Freehold,7.696212639346407
"'Fun Pool', 'Clubhouse', 'Function Room', 'Gym', 'Swimming Pool', 'Wading Pool', 'Jacuzzi', 'Playground', 'Fitness Corner', 'Parking', 'Security', 'BBQ''",1,Fragrance Properties Pte Ltd,D15,Marine Parade,Flexible,Suites @ Eastcoast,,Bedok,Condo,1750,388,Freehold,40,44,38,Unknown,12,none_nearby,none_nearby,Freehold,7.4673710669175595
